ADDRTYPE,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,highest_severity,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SPEEDING,ST_COLCODE,ST_COLDESC,HITPARKEDCAR,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,hour,day_of_week,month,AGE_BUCKET_baby,AGE_BUCKET_early_adult,AGE_BUCKET_elementary_school,AGE_BUCKET_full_adult,AGE_BUCKET_high_school,AGE_BUCKET_late_adult,AGE_BUCKET_middle_school,AGE_BUCKET_preschool,AGE_BUCKET_unknown,SDOT_Collision_Type,LATITUDE,LONGITUDE,INCDTTM,DIAGRAMLINK,report_url,SDOTCOLNUM,date
Block,N 65TH ST BETWEEN CHAPIN PL N AND SUNNYSIDE AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,22,Tuesday,June,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.32991,47.675953,2025-06-17T22:00:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78119700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930045.pdf,,2025-06-17 22:00:00-07:00
Block,BRIDGE WAY N BETWEEN N 39TH W ST AND N 39TH E ST,,,1,Property Damage Only Collision,Right Turn,4,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,16.0,From same direction - one right turn - one straight,N,U,Unknown,20,Friday,July,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,-122.34379,47.653927,2025-07-04T20:51:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23112200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930464.pdf,,2025-07-04 20:51:00-07:00
Block,BEACH DR SW BETWEEN SW JUNEAU ST AND ATLAS PL SW,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,32.0,One parked--one moving,Y,U,Unknown,12,Friday,June,,,,,,,,,,Other,-122.397835,47.5481,2025-06-13T12:27:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3932608.pdf,,2025-06-13 12:27:00-07:00
Intersection,ROOSEVELT WAY NE AND NE 102ND ST,,,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,11,Wednesday,July,,,,,,,,,,Other,-122.31772,47.702194,2025-07-09T11:29:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77145500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925750.pdf,,2025-07-09 11:29:00-07:00
Block,W NICKERSON ST BETWEEN 6TH AVE W AND 8TH AVE W,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,23,Tuesday,June,,,,,,,,,,Other,-122.36597,47.65198,2025-06-10T23:30:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00140000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EG03393.pdf,,2025-06-10 23:30:00-07:00
Block,8TH AVE BETWEEN MADISON ST AND SPRING ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Overcast,Dry,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,4,Sunday,June,,,,,,,,,,Other,-122.3288,47.6083,2025-06-22T04:06:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3937226.pdf,,2025-06-22 04:06:00-07:00
Block,15TH AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,20,Tuesday,March,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Other,-122.313354,47.578194,2025-03-11T20:20:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931654.pdf,,2025-03-11 20:20:00-07:00
Intersection,AIRPORT WAY S AND S ALASKA ST,,,2b,Serious Injury Collision,Angles,2,0,0,2,1,1,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,10.0,Entering at angle,N,U,Unknown,7,Tuesday,March,,,,,,,,,,Other,-122.32313,47.56121,2025-03-11T07:06:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\60111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931701.pdf,,2025-03-11 07:06:00-07:00
Block,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",N,Overcast,Dry,Dark - Street Lights On,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,18,Friday,February,,,,,,,,,,Other,-122.32324,47.547024,2025-02-07T18:49:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66166600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930955.pdf,,2025-02-07 18:49:00-08:00
Block,15TH AVE W BETWEEN 15TH EMERSON RP AND W EMERSON ST,,,2b,Serious Injury Collision,Sideswipe,4,0,0,3,1,1,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,26.0,From opposite direction - both going straight - sideswipe,N,U,Unknown,12,Thursday,March,,,,,,,,,,Other,-122.37621,47.653526,2025-03-20T12:48:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76886.pdf,,2025-03-20 12:48:00-07:00
Intersection,BOREN AVE AND MADISON ST,,,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Overcast,Wet,Dark - Street Lights On,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,3,Sunday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pedestrians,-122.32514,47.609337,2025-03-16T03:36:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88242471.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3922496.pdf,,2025-03-16 03:36:00-07:00
Block,M L KING JR WR WAY S BETWEEN S RAYMOND ST AND S GRAHAM ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,10,Monday,March,,,,,,,,,,Other,-122.286095,47.547012,2025-03-24T10:40:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF77123.pdf,,2025-03-24 10:40:00-07:00
Intersection,RENTON AVE S AND S BANGOR ST,,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,20,Thursday,February,,,,,,,,,,Other,-122.25454,47.50635,2025-02-13T20:46:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\87114400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3925943.pdf,,2025-02-13 20:46:00-08:00
Intersection,EASTLAKE AVE E AND STEWART ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,At Intersection (intersection related),93,"MOTOR VEHICLE STRUCK MOTORIZED SCOOTER, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,,5.0,Vehicle Strikes Pedalcyclist,N,U,Unknown,5,Wednesday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Scooters,-122.32913,47.619717,2025-03-19T05:20:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66933300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76075.pdf,,2025-03-19 05:20:00-07:00
Intersection,29TH AVE SW AND SW OTHELLO ST,,,2,Injury Collision,Angles,3,0,0,2,2,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,10.0,Entering at angle,N,U,Unknown,11,Sunday,February,,,,,,,,,,Other,-122.36981,47.537365,2025-02-16T11:51:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930668.pdf,,2025-02-16 11:51:00-08:00
Block,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Wet,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,15,Tuesday,March,,,,,,,,,,Other,-122.3342,47.580856,2025-03-04T15:39:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3908412.pdf,,2025-03-04 15:39:00-08:00
Block,WEST SEATTLE BR WB BETWEEN 1ST AV S ON RP AND WSB-WB SPOK-NR RP,,,2,Injury Collision,Sideswipe,2,0,0,2,2,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Dark - Street Lights On,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,23,Monday,March,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.33765,47.57159,2025-03-10T23:19:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77147600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72714.pdf,,2025-03-10 23:19:00-07:00
Block,FAUNTLEROY WAY SW BETWEEN 37TH AVE SW AND SW OREGON ST,,,2,Injury Collision,Head On,3,0,0,3,2,0,0,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Daylight,,,25.0,From opposite direction - one stopped - head-on,N,U,Unknown,7,Tuesday,March,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Other,-122.37903,47.56307,2025-03-04T07:51:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23116900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3932554.pdf,,2025-03-04 07:51:00-08:00
Block,M L KING JR ER WAY S BETWEEN S DIRECTOR ST AND MERTON WAY S,,,2,Injury Collision,Other,1,0,0,1,1,0,0,Mid-Block (not related to intersection),27,MOTOR VEHICLE RAN OFF ROAD - NO COLLISION,N,Overcast,Wet,Daylight,,Y,50.0,Fixed object,N,U,Unknown,8,Sunday,February,,,,,,,,,,Other,-122.27974,47.51942,2025-02-16T08:30:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18270000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930956.pdf,,2025-02-16 08:30:00-08:00
Block,E SPRING ST BETWEEN 23RD AVE AND 24TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,N,U,Unknown,20,Friday,February,,,,,,,,,,Other,-122.30209,47.611584,2025-02-07T20:03:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78149300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF63609.pdf,,2025-02-07 20:03:00-08:00
Block,E DENNY WAY BETWEEN MELROSE AVE AND BELLEVUE AVE,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Wet,Dark - Street Lights On,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,19,Thursday,February,,,,,,,,,,Other,-122.32729,47.618496,2025-02-13T19:07:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78147700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3838027.pdf,,2025-02-13 19:07:00-08:00
Block,14TH AVE S BETWEEN S HENDERSON ST AND S DIRECTOR ST,,,2b,Serious Injury Collision,Parked Car,2,0,0,2,1,1,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,14,Wednesday,February,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Other,-122.31497,47.52264,2025-02-19T14:48:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\65149500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3908200.pdf,,2025-02-19 14:48:00-08:00
Block,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,,,1,Property Damage Only Collision,Sideswipe,5,0,0,3,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Other,Daylight,,,26.0,From opposite direction - both going straight - sideswipe,N,U,Unknown,7,Monday,January,,,,,,,,,,Other,-122.32707,47.60557,2025-01-20T07:23:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66112300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930719.pdf,,2025-01-20 07:23:00-08:00
Block,S MOUNT BAKER EB BV BETWEEN 31ST AVE S AND 32ND AVE S,,,1,Property Damage Only Collision,Parked Car,7,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,14,Wednesday,March,,,,,,,,,,Other,-122.292534,47.576492,2025-03-12T14:32:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43144900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF73391.pdf,,2025-03-12 14:32:00-07:00
Block,E JEFFERSON ST BETWEEN 16TH AVE AND 17TH AVE,,,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,32.0,One parked--one moving,N,U,Unknown,11,Thursday,January,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.310905,47.60618,2025-01-30T11:07:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77149700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF61147.pdf,,2025-01-30 11:07:00-08:00
Intersection,1ST AVE AND WALL ST,,,2,Injury Collision,Sideswipe,4,2,0,2,2,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Overcast,Dry,Dark - Street Lights On,,Y,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,2,Sunday,February,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.34875,47.614697,2025-02-09T02:05:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\67116600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF64094.pdf,,2025-02-09 02:05:00-08:00
Block,35TH AVE SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Overcast,Dry,Daylight,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,8,Wednesday,March,,,,,,,,,,Other,-122.376236,47.558353,2025-03-19T08:16:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF77121.pdf,,2025-03-19 08:16:00-07:00
