ADDRTYPE,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,highest_severity,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SPEEDING,ST_COLCODE,ST_COLDESC,HITPARKEDCAR,SHAREDMICROMOBILITYCD,SHAREDMICROMOBILITYDESC,hour,day_of_week,month,AGE_BUCKET_baby,AGE_BUCKET_early_adult,AGE_BUCKET_elementary_school,AGE_BUCKET_full_adult,AGE_BUCKET_high_school,AGE_BUCKET_late_adult,AGE_BUCKET_middle_school,AGE_BUCKET_preschool,AGE_BUCKET_unknown,SDOT_Collision_Type,LATITUDE,LONGITUDE,INCDTTM,DIAGRAMLINK,report_url,SDOTCOLNUM,date
Intersection,9TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Left Turn,4,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,20,Thursday,January,,,,,,,,,,Other,-122.32475,47.605556,2025-01-30T20:57:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\21116600.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF63608.pdf,,2025-01-30 20:57:00-08:00
Block,OLSON PL SW BETWEEN 3RD AVE SW AND SW CAMBRIDGE PL,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Raining,Wet,Daylight,,Y,50.0,Fixed object,N,U,Unknown,8,Sunday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.33905,47.519173,2025-03-23T08:37:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\80280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3922591.pdf,,2025-03-23 08:37:00-07:00
Block,ALASKAN ER WAY S BETWEEN ALASKAN ER WAY S AND S DEARBORN ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,13.0,From same direction - both going straight - both moving - rear-end,N,U,Unknown,21,Saturday,January,,,,,,,,,,Other,-122.3355,47.59688,2025-01-04T21:40:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11141100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF53127.pdf,,2025-01-04 21:40:00-08:00
Block,FAUNTLEROY WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Raining,Wet,Dark - Street Lights On,,,0.0,Vehicle going straight hits pedestrian,N,U,Unknown,20,Saturday,February,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Pedestrians,-122.38162,47.55293,2025-02-15T20:24:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55247571.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926256.pdf,,2025-02-15 20:24:00-08:00
Block,S BANGOR ST BETWEEN 57TH AVE S AND 59TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,3,Sunday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.260376,47.506115,2025-03-16T03:09:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78149700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930965.pdf,,2025-03-16 03:09:00-07:00
Block,WEST MARGINAL WAY SW BETWEEN SW EDMUNDS ST AND PUGET WAY SW,,,2,Injury Collision,Other,1,0,0,1,1,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Raining,Wet,Dark - Street Lights On,,Y,50.0,Fixed object,N,U,Unknown,3,Monday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.35169,47.558594,2025-02-17T03:46:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926260.pdf,,2025-02-17 03:46:00-08:00
Block,20TH AVE NE BETWEEN NE 52ND ST AND NE 54TH ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,Y,32.0,One parked--one moving,Y,U,Unknown,0,Sunday,March,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,-122.306496,47.667213,2025-03-16T00:01:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12149100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF74429.pdf,,2025-03-16 00:01:00-07:00
Intersection,12TH AVE NW AND HOLMAN RD NW,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,20,Saturday,March,,,,,,,,,,Other,-122.37141,47.696987,2025-03-15T20:25:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18112200.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930305.pdf,,2025-03-15 20:25:00-07:00
Intersection,DAYTON AVE N AND N 85TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,13,Saturday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.3526,47.690586,2025-02-15T13:33:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\65113300.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930277.pdf,,2025-02-15 13:33:00-08:00
Block,S MICHIGAN ST BETWEEN 6TH AVE S AND 7TH AVE S,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Daylight,,,11.0,From same direction - both going straight - both moving - sideswipe,N,U,Unknown,11,Tuesday,March,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.3256,47.5464,2025-03-04T11:36:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66146500.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930962.pdf,,2025-03-04 11:36:00-08:00
Intersection,CALIFORNIA AVE SW AND ERSKINE WAY SW,,,2,Injury Collision,Pedestrian,2,1,0,1,2,0,0,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,N,Raining,Wet,Dark - Street Lights On,,,2.0,Vehicle turning left hits pedestrian,N,U,Unknown,20,Thursday,January,,,,,,,,,,Pedestrians,-122.38683,47.559326,2025-01-30T20:24:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\32247171.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930548.pdf,,2025-01-30 20:24:00-08:00
Intersection,35TH AVE SW AND SW EDMUNDS ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,28.0,From opposite direction - one left turn - one straight,N,U,Unknown,16,Sunday,March,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Other,-122.37623,47.559277,2025-03-23T16:53:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55111800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76955.pdf,,2025-03-23 16:53:00-07:00
Block,WEST SEATTLE BR WB BETWEEN ALASKAN WY VI SB WSB WB OFF RP AND W SEATTLE BR WB OFF RP,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Other,,,50.0,Fixed object,N,U,Unknown,15,Friday,February,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.350174,47.571083,2025-02-21T15:50:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF68059.pdf,,2025-02-21 15:50:00-08:00
Intersection,1ST AVE S AND S BRANDON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,10.0,Entering at angle,N,U,Unknown,20,Tuesday,March,,,,,,,,,,Other,-122.33421,47.554165,2025-03-04T20:12:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55147700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930963.pdf,,2025-03-04 20:12:00-08:00
Block,12TH AVE BETWEEN E PIKE ST AND E PINE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,0,Thursday,March,,,,,,,,,,Other,-122.31685,47.61468,2025-03-13T00:40:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\00110000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF74681.pdf,,2025-03-13 00:40:00-07:00
Block,GREENWOOD AVE N BETWEEN N 112TH ST AND N 115TH ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,32.0,One parked--one moving,Y,U,Unknown,20,Sunday,March,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.3555,47.711437,2025-03-09T20:48:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12149100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3930284.pdf,,2025-03-09 20:48:00-07:00
Block,S KING ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,20.0,One car leaving parked position,N,U,Unknown,20,Saturday,January,,,,,,,,,,Other,-122.32474,47.59835,2025-01-04T20:52:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76117700.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF55749.pdf,,2025-01-04 20:52:00-08:00
Block,HIGHLAND PARK WAY SW BETWEEN SW OTHELLO ST AND SW HOLDEN N ST,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,23.0,From same direction - all others,N,U,Unknown,19,Sunday,March,,,,,,,,,,Other,-122.347145,47.535236,2025-03-09T19:42:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\50115900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3922586.pdf,,2025-03-09 19:42:00-07:00
Block,NW 47TH ST BETWEEN 8TH AVE NW AND 9TH AVE NW,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,17,Sunday,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.36739,47.66293,2025-03-09T17:00:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72650.pdf,,2025-03-09 17:00:00-07:00
Intersection,12TH AVE AND E PINE ST,,,1,Property Damage Only Collision,Right Turn,3,0,0,2,0,0,0,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,16.0,From same direction - one right turn - one straight,N,U,Unknown,22,Thursday,March,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.31686,47.615265,2025-03-20T22:35:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33113400.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3929933.pdf,,2025-03-20 22:35:00-07:00
Block,SAND POINT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,N,Raining,Wet,Dark - Street Lights On,,Y,50.0,Fixed object,N,U,Unknown,23,Saturday,March,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.26362,47.675423,2025-03-22T23:47:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\23280000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF76629.pdf,,2025-03-22 23:47:00-07:00
Block,DELRIDGE-W SEATTLE BR EB ON RP BETWEEN DELRIDGE WAY SW AND CHELAN-W SEATTLE BR EB ON RP,,,2,Injury Collision,Other,2,0,0,1,1,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Daylight,,,50.0,Fixed object,N,U,Unknown,13,Tuesday,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.361694,47.570415,2025-03-04T13:36:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\EF72687.pdf,,2025-03-04 13:36:00-08:00
Block,RENTON AVE S BETWEEN S 112TH ST AND S 112TH PL,,,2,Injury Collision,Head On,5,0,0,2,1,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Daylight,,,30.0,From opposite direction - all others,N,U,Unknown,16,Monday,March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,-122.25073,47.50272,2025-03-17T16:40:00-07:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54111100.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931656.pdf,,2025-03-17 16:40:00-07:00
Block,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",N,Raining,Wet,Dark - Street Lights On,,,14.0,From same direction - both going straight - one stopped - rear-end,N,U,Unknown,20,Friday,February,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Other,-122.3342,47.58717,2025-02-21T20:05:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55145900.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3931945.pdf,,2025-02-21 20:05:00-08:00
Block,WEST SEATTLE BR WB BETWEEN SW ADMIRAL WY OFF RP AND POINT A,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,22,Sunday,January,,,,,,,,,,Other,-122.37019,47.57156,2025-01-05T22:12:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3916211.pdf,,2025-01-05 22:12:00-08:00
Block,WESTLAKE AVE N BETWEEN HALLADAY ST AND NEWELL ST,,,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",N,Raining,Wet,Dark - Street Lights On,,,24.0,From opposite direction - both moving - head-on,N,U,Unknown,20,Sunday,January,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,-122.34407,47.64312,2025-01-05T20:31:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44118800.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3933888.pdf,,2025-01-05 20:31:00-08:00
Block,SW ADMIRAL WAY BETWEEN SW OLGA ST AND 37TH E AVE SW,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,N,Raining,Wet,Dark - Street Lights On,,,50.0,Fixed object,N,U,Unknown,1,Saturday,February,,,,,,,,,,Other,-122.37707,47.580696,2025-02-22T01:25:00-08:00,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88260000.jpg,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\COL_REPORT\3926266.pdf,,2025-02-22 01:25:00-08:00
